PUF_ID,sample,fed_poverty,fwb_score,fwb1_handle_expense,fwb2_secure_future,fwb3_things_i_want,fwb4_enjoy_life,fwb5_just_getting_by,fwb6_worried_savings,fwb2_1_gift_strain,fwb2_2_money_left,fwb2_3_behind_finances,fwb2_4_control_life,fin_skill_score,housing_own_rent,house_cost_range,savings_range,have_account,have_health_ins,have_retire_acct,have_pension,payday_loan,pawn_car_title_loan,check_cashing,disrespect_fin_services,hardship_food_worried,hardship_food_ran_out,hardship_housing,hardship_healthcare,hardship_medicine,hardship_utilities,rejected_credit,could_access_2000,shock_lost_job,shock_foreclosure,health,age_category,generation,education,ethnicity,gender,household_size,household_income,marital_status,MSA_status,final_weight
8106,General population,200%+ FPL,61,Completely,Very well,Not at all,Completely,Very little,Very well,Rarely,Often,Rarely,Rarely,57,I own my home,"$1,000-1,499","$1,000-4,999",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,55-61,Boomer,Some college/Associate,"White, Non-Hispanic",Male,2,"$100,000 to $149,999",Married,Metro,0.967696668
9894,Age 62+ oversample,200%+ FPL,54,Very little,Somewhat,Somewhat,Very little,Very little,Very well,Rarely,Sometimes,Rarely,Sometimes,40,I own my home,"$1,000-1,499","$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Fair,62-69,Boomer,Bachelors degree,"White, Non-Hispanic",Male,3,"$100,000 to $149,999",Married,Metro,0.604983942
13812,Age 62+ oversample,<100% FPL,52,Very little,Very little,Somewhat,Somewhat,Somewhat,Somewhat,Rarely,Sometimes,Sometimes,Sometimes,57,I own my home,Refused,"$1,000-4,999",Yes,Yes,No,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Good,62-69,Boomer,High school degree/GED,"White, Non-Hispanic",Female,3,"Less than $20,000",Married,Metro,1.08684267
11060,General population,<100% FPL,35,Completely,Very little,Completely,Very little,Completely,Completely,Often,Rarely,Sometimes,Often,37,I rent,Less than $300,$1-99,Yes,No,No,No,No,No,No,Never,Sometimes,Never,Never,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Male,1,"Less than $20,000",Never married,Metro,0.985210464
13005,Age 62+ oversample,200%+ FPL,57,Very well,Very well,Very little,Very well,Very well,Somewhat,Sometimes,Often,Never,Sometimes,58,I own my home,Less than $300,"$20,000-74,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,62-69,Boomer,High school degree/GED,"White, Non-Hispanic",Female,2,"$50,000 to $59,999",Married,Metro,0.541605881
10885,General population,200%+ FPL,73,Somewhat,Very well,Not at all,Very well,Not at all,Somewhat,Never,Always,Rarely,Never,59,I own my home,Less than $300,"$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Fair,75+,Pre-Boomer,Some college/Associate,"White, Non-Hispanic",Female,2,"$75,000 to $99,999",Married,Metro,0.409845517
8496,General population,200%+ FPL,49,Somewhat,Somewhat,Somewhat,Very little,Somewhat,Somewhat,Sometimes,Rarely,Rarely,Sometimes,47,I own my home,"$1,000-1,499","$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,45-54,Gen X,Some college/Associate,"White, Non-Hispanic",Female,2,"$60,000 to $74,999",Married,Metro,1.192867242
11334,General population,200%+ FPL,63,Very well,Completely,Not at all,Very well,Very well,Somewhat,Rarely,Always,Never,Always,57,I own my home,Prefer not to say,"$20,000-74,999",No,No,No,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Excellent,75+,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic",Female,1,"$150,000 or more",Widowed,Metro,0.682620101
12591,General population,200%+ FPL,61,Not at all,Somewhat,Not at all,Somewhat,Very well,Not at all,Sometimes,Always,Rarely,Never,37,I rent,$750-999,Prefer not to say,No,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Good,35-44,Gen X,Some college/Associate,"Black, Non-Hispanic",Female,1,"$40,000 to $49,999",Widowed,Metro,1.306662101
13040,Age 62+ oversample,200%+ FPL,52,Very well,Somewhat,Somewhat,Very well,Somewhat,Somewhat,Sometimes,Often,Rarely,Often,58,I own my home,$750-999,Prefer not to say,Yes,No,Yes,No,No,No,Yes,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Excellent,62-69,Boomer,High school degree/GED,"Black, Non-Hispanic",Female,1,"$40,000 to $49,999",Married,Metro,0.572645366
8282,General population,<100% FPL,46,Very little,Very little,Very little,Very little,Very little,Very little,Always,Rarely,Always,Rarely,29,I rent,$500-749,0,No,No,No,No,No,No,No,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,No,"I am certain I could not come up with $2,000",Yes,No,Fair,18-24,Millennial,High school degree/GED,"White, Non-Hispanic",Male,3,"Less than $20,000",Living with partner,Non-Metro,1.02228697
12409,General population,200%+ FPL,52,Very little,Very little,Somewhat,Somewhat,Somewhat,Somewhat,Sometimes,Sometimes,Rarely,Rarely,39,I own my home,$750-999,"$20,000-74,999",Yes,No,No,No,No,No,No,Rarely,Never,Never,Never,Often,Sometimes,Never,No,"I am certain I could come up with the full $2,000",No,No,Poor,75+,Pre-Boomer,Less than high school,"White, Non-Hispanic",Male,2,"$30,000 to $39,999",Married,Metro,1.606890696
12467,General population,100%-199% FPL,59,Very well,Very well,Somewhat,Very well,Very well,Somewhat,Rarely,Rarely,Never,Rarely,51,I own my home,Prefer not to say,"$5,000-19,999",No,No,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,75+,Pre-Boomer,High school degree/GED,"White, Non-Hispanic",Male,2,"$20,000 to $29,999",Married,Metro,0.8852119
13220,General population,200%+ FPL,44,Very little,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Often,Sometimes,Sometimes,Often,46,I own my home,"$1,000-1,499",0,Yes,Yes,No,Yes,No,No,No,Often,Sometimes,Sometimes,Never,Sometimes,Never,Never,No,"I could probably not come up with $2,000",No,No,Good,45-54,Boomer,Less than high school,"White, Non-Hispanic",Female,3,"$40,000 to $49,999",Married,Metro,1.119811214
10720,General population,200%+ FPL,61,Somewhat,Somewhat,Very little,Completely,Not at all,Somewhat,Rarely,Often,Never,Sometimes,56,I own my home,Less than $300,"$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,35-44,Gen X,High school degree/GED,"White, Non-Hispanic",Female,5+,"$60,000 to $74,999",Married,Non-Metro,1.13235382
13266,General population,100%-199% FPL,52,Somewhat,Somewhat,Very little,Somewhat,Somewhat,Somewhat,Sometimes,Sometimes,Rarely,Sometimes,42,I rent,$500-749,Prefer not to say,Yes,Yes,No,No,No,No,Yes,Rarely,Never,Never,Never,Sometimes,Sometimes,Never,No,"I could probably come up with $2,000",No,No,Poor,45-54,Gen X,Less than high school,"White, Non-Hispanic",Female,2,"$20,000 to $29,999",Divorced/Separated,Metro,1.386675539
12002,General population,200%+ FPL,55,Very little,Somewhat,Somewhat,Very well,Somewhat,Somewhat,Rarely,Often,Rarely,Sometimes,46,I own my home,Less than $300,"$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Fair,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Male,2,"$30,000 to $39,999",Married,Metro,0.566556007
9156,Age 62+ oversample,200%+ FPL,71,Very well,Very well,Very little,Very well,Not at all,Very little,Never,Always,Never,Sometimes,49,I own my home,I dont know,"$75,000 or more",Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,75+,Pre-Boomer,Some college/Associate,"White, Non-Hispanic",Female,2,"$100,000 to $149,999",Married,Metro,0.437182734
11612,Age 62+ oversample,200%+ FPL,95,Completely,Completely,Not at all,Completely,Not at all,Not at all,Never,Always,Never,Never,55,I rent,"$2,000 or more","$75,000 or more",Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Excellent,75+,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic",Male,1,"$50,000 to $59,999",Widowed,Metro,0.299912109
9669,General population,200%+ FPL,44,Not at all,Very little,Somewhat,Very little,Completely,Very well,Often,Never,Never,Rarely,44,I own my home,Less than $300,0,Yes,Yes,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I could probably not come up with $2,000",No,No,Good,35-44,Gen X,High school degree/GED,"White, Non-Hispanic",Female,4,"$60,000 to $74,999",Married,Non-Metro,1.535981596
11212,General population,200%+ FPL,56,Somewhat,Somewhat,Somewhat,Somewhat,Very little,Very well,Never,Often,Rarely,Sometimes,46,I own my home,"$1,000-1,499","$75,000 or more",Yes,Yes,Yes,No,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,55-61,Boomer,Some college/Associate,"White, Non-Hispanic",Male,2,"$150,000 or more",Married,Metro,0.867127404
12153,General population,200%+ FPL,60,Very well,Somewhat,Very little,Very well,Very little,Very little,Rarely,Sometimes,Rarely,Rarely,58,I own my home,"$2,000 or more","$1,000-4,999",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,25-34,Millennial,Bachelors degree,Hispanic,Male,5+,"$150,000 or more",Married,Metro,1.763925443
10525,Age 62+ oversample,100%-199% FPL,33,Not at all,Not at all,Completely,Very well,Completely,Completely,Sometimes,Sometimes,Always,Often,41,I own my home,$750-999,$100-999,Yes,No,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Male,4,"$30,000 to $39,999",Married,Metro,0.71278123
13240,General population,200%+ FPL,86,Very well,Very well,Not at all,Completely,Not at all,Not at all,Never,Always,Never,Never,79,I own my home,Prefer not to say,Prefer not to say,Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Excellent,62-69,Boomer,High school degree/GED,"White, Non-Hispanic",Female,2,"$75,000 to $99,999",Married,Metro,0.565768035
11335,General population,100%-199% FPL,54,Very little,Very little,Very little,Somewhat,Very little,Very little,Sometimes,Never,Rarely,Sometimes,41,I rent,Less than $300,$1-99,No,No,No,Yes,No,No,No,Often,Sometimes,Never,Never,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Good,55-61,Boomer,Some college/Associate,Hispanic,Male,1,"Less than $20,000",Married,Metro,0.599127558
10721,General population,<100% FPL,67,Somewhat,Very well,Very little,Completely,Not at all,Somewhat,Never,Often,Never,Rarely,82,I own my home,Prefer not to say,Prefer not to say,Yes,No,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,45-54,Boomer,Bachelors degree,Hispanic,Male,1,"Less than $20,000",Never married,Metro,0.536027337
12344,General population,200%+ FPL,38,Not at all,Somewhat,Somewhat,Somewhat,Very well,Completely,Often,Sometimes,Often,Often,42,I own my home,"$1,500-1,999","$1,000-4,999",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,Yes,"I am certain I could come up with the full $2,000",No,No,Good,45-54,Gen X,Less than high school,Hispanic,Male,5+,"$100,000 to $149,999",Married,Metro,2.062562986
10722,General population,200%+ FPL,78,Very well,Completely,Not at all,Completely,Not at all,Not at all,Rarely,Often,Never,Never,73,I own my home,"$2,000 or more","$5,000-19,999",Yes,Yes,No,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,75+,Pre-Boomer,Graduate/professional degree,"Black, Non-Hispanic",Male,1,"$50,000 to $59,999",Married,Metro,0.415075892
9895,Age 62+ oversample,200%+ FPL,65,Very well,Very well,Not at all,Very well,Not at all,Completely,Rarely,Often,Never,Sometimes,58,I own my home,"$1,500-1,999",I dont know,Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Sometimes,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,Bachelors degree,"White, Non-Hispanic",Female,4,"$150,000 or more",Married,Metro,0.873270711
12003,General population,200%+ FPL,64,Very well,Somewhat,Very little,Very well,Somewhat,Somewhat,Rarely,Often,Never,Never,57,I own my home,"$1,000-1,499","$5,000-19,999",Yes,Yes,No,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Male,3,"$75,000 to $99,999",Married,Non-Metro,0.504227346
9402,General population,<100% FPL,54,Very well,Completely,Very well,Very well,Very well,Somewhat,Rarely,Often,Never,Sometimes,58,I own my home,I dont know,"$5,000-19,999",Yes,Yes,No,No,No,No,Yes,Sometimes,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,45-54,Boomer,High school degree/GED,Hispanic,Female,4,"Less than $20,000",Never married,Non-Metro,1.12836267
13006,General population,200%+ FPL,59,Completely,Completely,Very little,Completely,Very little,Very well,Rarely,Often,Rarely,Rarely,65,I do not currently own or rent,$500-749,Prefer not to say,No,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Good,25-34,Millennial,High school degree/GED,Hispanic,Male,2,"$60,000 to $74,999",Married,Metro,3.080308922
12631,General population,100%-199% FPL,50,Not at all,Not at all,Very little,Not at all,Very little,Not at all,Sometimes,Rarely,Sometimes,Often,31,I rent,Prefer not to say,"$1,000-4,999",Yes,Yes,Yes,No,No,No,No,Rarely,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,No,I dont know,No,No,Poor,70-74,Pre-Boomer,High school degree/GED,"White, Non-Hispanic",Female,1,"$20,000 to $29,999",Married,Non-Metro,0.930763924
8920,General population,200%+ FPL,59,Very well,Very well,Somewhat,Very well,Not at all,Somewhat,Rarely,Often,Rarely,Rarely,56,I own my home,"$1,000-1,499","$1,000-4,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,45-54,Boomer,Some college/Associate,"White, Non-Hispanic",Male,1,"$50,000 to $59,999",Married,Metro,0.734577569
12897,General population,100%-199% FPL,39,Not at all,Somewhat,Very well,Not at all,Somewhat,Very well,Always,Never,Never,Often,30,I rent,$750-999,$1-99,No,No,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Very good,18-24,Millennial,Some college/Associate,Hispanic,Female,4,"$30,000 to $39,999",Never married,Metro,1.712739958
10103,General population,200%+ FPL,47,Very little,Very little,Somewhat,Somewhat,Very well,Very well,Sometimes,Sometimes,Rarely,Often,43,I own my home,$500-749,"$5,000-19,999",Yes,Yes,No,No,No,No,No,Rarely,Never,Never,Never,Never,Sometimes,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Female,1,"$20,000 to $29,999",Married,Non-Metro,0.607926984
13700,Age 62+ oversample,200%+ FPL,54,Somewhat,Very little,Somewhat,Somewhat,Very little,Somewhat,Sometimes,Sometimes,Rarely,Rarely,30,I own my home,$750-999,Prefer not to say,Yes,Yes,No,No,No,No,No,Rarely,Never,Never,Never,Sometimes,Sometimes,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Female,3,"$40,000 to $49,999",Divorced/Separated,Metro,0.558365423
12510,General population,100%-199% FPL,27,Not at all,Not at all,Somewhat,Not at all,Completely,Completely,Always,Never,Always,Often,39,I rent,$300-499,$1-99,Yes,No,No,No,No,Yes,Yes,Never,Often,Often,Sometimes,Never,Never,Sometimes,No,"I am certain I could not come up with $2,000",Yes,No,Good,45-54,Gen X,High school degree/GED,"White, Non-Hispanic",Male,2,"$20,000 to $29,999",Married,Non-Metro,1.263584732
9157,General population,200%+ FPL,34,Very little,Very little,Very well,Very little,Completely,Completely,Sometimes,Rarely,Often,Always,30,I own my home,"$1,000-1,499","$1,000-4,999",Yes,Yes,Yes,Yes,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,45-54,Gen X,Bachelors degree,"White, Non-Hispanic",Female,5+,"$150,000 or more",Married,Metro,1.711422428
9158,General population,200%+ FPL,43,Not at all,Very little,Somewhat,Very little,Very well,Very well,Sometimes,Rarely,Sometimes,Often,31,I do not currently own or rent,I dont know,$100-999,No,Yes,No,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,25-34,Millennial,Some college/Associate,"White, Non-Hispanic",Male,3,"$100,000 to $149,999",Never married,Metro,1.530904484
12468,General population,200%+ FPL,57,Very little,Somewhat,Somewhat,Somewhat,Somewhat,Very little,Rarely,Often,Never,Sometimes,47,I do not currently own or rent,Less than $300,"$1,000-4,999",Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Sometimes,Never,Sometimes,Never,No,"I am certain I could come up with the full $2,000",No,No,Excellent,18-24,Millennial,Some college/Associate,"White, Non-Hispanic",Male,4,"$50,000 to $59,999",Never married,Metro,0.909188569
12865,General population,<100% FPL,38,Not at all,Very little,Completely,Not at all,Very well,Very well,Sometimes,Rarely,Always,Sometimes,35,I rent,$750-999,0,No,No,No,No,No,No,No,Rarely,Never,Never,Often,Never,Never,Never,Yes,"I am certain I could not come up with $2,000",No,No,Fair,35-44,Gen X,Graduate/professional degree,Hispanic,Male,2,"Less than $20,000",Never married,Metro,0.221175147
13041,General population,200%+ FPL,54,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Very well,Rarely,Sometimes,Sometimes,Sometimes,55,I own my home,"$1,000-1,499",Prefer not to say,Yes,Yes,No,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,Yes,"I am certain I could come up with the full $2,000",No,No,Very good,55-61,Boomer,Bachelors degree,"Black, Non-Hispanic",Male,4,"$75,000 to $99,999",Married,Metro,0.456310134
10321,General population,100%-199% FPL,61,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Rarely,Often,Rarely,Sometimes,51,I rent,$750-999,"$1,000-4,999",Yes,Yes,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,Yes,I dont know,No,No,Good,45-54,Gen X,Some college/Associate,"White, Non-Hispanic",Female,3,"$20,000 to $29,999",Divorced/Separated,Metro,1.20481416
12707,Age 62+ oversample,<100% FPL,55,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Sometimes,Rarely,Never,Never,49,I rent,$750-999,Prefer not to say,Yes,No,No,No,No,No,No,Never,Never,Never,Often,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Very good,62-69,Boomer,Some college/Associate,"Other, Non-Hispanic",Female,5+,"Less than $20,000",Divorced/Separated,Metro,0.985592114
10322,General population,200%+ FPL,61,Somewhat,Very well,Very little,Somewhat,Very little,Somewhat,Rarely,Sometimes,Never,Rarely,50,I rent,$500-749,"$1,000-4,999",Yes,Yes,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,55-61,Boomer,High school degree/GED,"White, Non-Hispanic",Female,2,"$30,000 to $39,999",Married,Metro,0.87654046
12592,General population,200%+ FPL,68,Very well,Very well,Very little,Somewhat,Not at all,Very little,Never,Always,Never,Sometimes,54,I own my home,Less than $300,"$75,000 or more",Yes,No,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,55-61,Boomer,Bachelors degree,"White, Non-Hispanic",Male,2,"$75,000 to $99,999",Never married,Metro,0.789853902
10104,General population,200%+ FPL,61,Somewhat,Somewhat,Very well,Somewhat,Very little,Very little,Never,Rarely,Never,Sometimes,45,I own my home,$300-499,"$1,000-4,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Sometimes,Never,No,"I am certain I could come up with the full $2,000",No,No,Fair,62-69,Boomer,Bachelors degree,"White, Non-Hispanic",Female,2,"$40,000 to $49,999",Married,Non-Metro,0.812978561
11909,General population,<100% FPL,49,Somewhat,Very little,Very little,Somewhat,Somewhat,Very little,Always,Never,Rarely,Sometimes,40,I rent,Less than $300,$1-99,Yes,Yes,No,No,No,No,Yes,Never,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Fair,45-54,Gen X,High school degree/GED,"White, Non-Hispanic",Female,1,"Less than $20,000",Never married,Metro,0.864116504
8691,General population,200%+ FPL,49,Very little,Very little,Somewhat,Somewhat,Somewhat,Somewhat,Rarely,Sometimes,Sometimes,Often,55,I own my home,"$1,000-1,499","$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,35-44,Gen X,Some college/Associate,"White, Non-Hispanic",Female,4,"$75,000 to $99,999",Married,Metro,1.106178332
13391,General population,100%-199% FPL,59,Very little,Somewhat,Somewhat,Very well,Very well,Very little,Rarely,Often,Never,Rarely,40,I own my home,Less than $300,"$1,000-4,999",No,Yes,No,Yes,No,No,Yes,Refused,Never,Never,Never,Never,Never,Never,No,"I could probably not come up with $2,000",No,No,Fair,75+,Pre-Boomer,High school degree/GED,Hispanic,Male,2,"$20,000 to $29,999",Married,Metro,0.792477188
7974,Age 62+ oversample,100%-199% FPL,34,Completely,Completely,Completely,Completely,Completely,Completely,Always,Always,Always,Always,79,I rent,$300-499,$100-999,No,No,No,No,No,No,Yes,Never,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",Yes,No,Very good,62-69,Boomer,Less than high school,Hispanic,Male,2,"Less than $20,000",Married,Metro,1.488505476
12866,Age 62+ oversample,200%+ FPL,51,Somewhat,Very little,Very well,Very little,Very well,Somewhat,Rarely,Sometimes,Rarely,Sometimes,43,I own my home,$500-749,"$5,000-19,999",Yes,Yes,No,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,75+,Pre-Boomer,High school degree/GED,"White, Non-Hispanic",Male,1,"$20,000 to $29,999",Married,Non-Metro,0.549468795
10323,General population,100%-199% FPL,41,Very little,Somewhat,Very well,Somewhat,Very well,Very well,Often,Rarely,Sometimes,Often,40,I rent,"$1,000-1,499",$100-999,Yes,Yes,No,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Fair,62-69,Boomer,Less than high school,Hispanic,Female,2,"$20,000 to $29,999",Married,Metro,1.206978505
11213,Age 62+ oversample,200%+ FPL,50,Somewhat,Very little,Not at all,Somewhat,Somewhat,Very well,Often,Often,Rarely,Often,47,I rent,"$1,000-1,499","$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,Graduate/professional degree,"White, Non-Hispanic",Female,1,"$60,000 to $74,999",Never married,Metro,0.48379613
9403,General population,200%+ FPL,47,Somewhat,Very little,Very well,Very little,Somewhat,Very well,Sometimes,Sometimes,Rarely,Often,44,I own my home,Less than $300,"$75,000 or more",Yes,No,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,High school degree/GED,"White, Non-Hispanic",Female,2,"$50,000 to $59,999",Married,Metro,0.542251534
11613,General population,200%+ FPL,62,Very well,Very well,Somewhat,Somewhat,Very well,Somewhat,Never,Always,Never,Sometimes,58,I own my home,$500-749,Prefer not to say,Yes,No,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Female,2,"$50,000 to $59,999",Married,Metro,0.467155268
12774,Age 62+ oversample,200%+ FPL,84,Completely,Very well,Not at all,Completely,Not at all,Very little,Never,Always,Never,Never,56,I own my home,Less than $300,$1-99,Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,70-74,Boomer,Graduate/professional degree,"White, Non-Hispanic",Female,2,"$100,000 to $149,999",Married,Metro,0.528783553
10324,Age 62+ oversample,200%+ FPL,63,Very well,Very well,Very little,Very well,Very well,Somewhat,Rarely,Always,Never,Rarely,59,I own my home,Prefer not to say,"$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Female,2,"$75,000 to $99,999",Married,Metro,0.505434552
8921,General population,200%+ FPL,62,Completely,Very well,Very little,Very well,Somewhat,Very little,Never,Often,Rarely,Rarely,54,I rent,"$1,000-1,499","$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,35-44,Gen X,Bachelors degree,"White, Non-Hispanic",Male,2,"$75,000 to $99,999",Married,Metro,0.695828653
12154,General population,200%+ FPL,56,Somewhat,Very well,Very little,Very well,Somewhat,Somewhat,Sometimes,Sometimes,Never,Rarely,58,I own my home,$300-499,"$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,55-61,Boomer,Some college/Associate,"White, Non-Hispanic",Male,1,"$50,000 to $59,999",Divorced/Separated,Metro,1.137916562
7363,General population,200%+ FPL,67,Somewhat,Completely,Not at all,Very well,Not at all,Somewhat,Rarely,Always,Never,Rarely,74,I own my home,"$1,000-1,499","$5,000-19,999",Yes,No,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Excellent,35-44,Gen X,Graduate/professional degree,"White, Non-Hispanic",Female,2,"$100,000 to $149,999",Married,Non-Metro,0.995635521
9404,Age 62+ oversample,200%+ FPL,61,Completely,Very well,Not at all,Very well,Very well,Somewhat,Rarely,Sometimes,Rarely,Rarely,42,I own my home,Prefer not to say,"$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,70-74,Pre-Boomer,High school degree/GED,"White, Non-Hispanic",Male,1,"$60,000 to $74,999",Widowed,Metro,0.762263221
