PUF_ID,fwb2_2_money_left,savings_range,have_account,have_health_ins,payday_loan,pawn_car_title_loan,disrespect_fin_services,hardship_food_ran_out,hardship_housing,rejected_credit,could_access_2000,health,generation,education,ethnicity,household_income,final_weight
11798,Always,"$20,000-74,999",Yes,Yes,No,No,Often,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Some college/Associate,"White, Non-Hispanic","$75,000 to $99,999",0.783229454
7509,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Millennial,Some college/Associate,Hispanic,"$40,000 to $49,999",0.713098051
9362,Rarely,$100-999,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.604178083
12334,Always,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Some college/Associate,"White, Non-Hispanic","$75,000 to $99,999",1.014945305
7257,Sometimes,"$1,000-4,999",No,No,No,No,Sometimes,Sometimes,Sometimes,No,I dont know,Fair,Gen X,Less than high school,Hispanic,"$50,000 to $59,999",2.649494392
10862,Never,$100-999,Yes,No,No,No,Never,Sometimes,Sometimes,No,I dont know,Good,Gen X,High school degree/GED,Hispanic,"$20,000 to $29,999",1.037857175
8882,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Sometimes,Sometimes,Never,No,"I am certain I could come up with the full $2,000",Fair,Gen X,Some college/Associate,"White, Non-Hispanic","$20,000 to $29,999",0.66257316
12136,Often,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Fair,Pre-Boomer,Less than high school,"White, Non-Hispanic","$30,000 to $39,999",1.559977912
8883,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.651943388
9121,Always,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.618625259
7945,Often,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",0.615005148
11461,Never,Prefer not to say,Yes,No,No,No,Sometimes,Refused,Often,Yes,"I am certain I could not come up with $2,000",Very good,Millennial,Some college/Associate,"White, Non-Hispanic","$150,000 or more",2.831229519
12216,Often,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$75,000 to $99,999",0.743708205
8660,Often,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,"White, Non-Hispanic","$60,000 to $74,999",0.548739943
9854,Often,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Boomer,Some college/Associate,"White, Non-Hispanic","$75,000 to $99,999",0.723851327
8085,Often,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.68416011
13709,Rarely,0,Yes,Yes,No,Yes,Never,Sometimes,Never,Yes,"I am certain I could not come up with $2,000",Good,Boomer,Less than high school,"Black, Non-Hispanic","Less than $20,000",1.305762615
12887,Sometimes,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$150,000 or more",0.632409533
11592,Sometimes,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Some college/Associate,"White, Non-Hispanic","$150,000 or more",0.957857851
13976,Sometimes,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$30,000 to $39,999",0.692791033
11189,Never,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",0.566761135
12888,Often,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,High school degree/GED,"White, Non-Hispanic","$75,000 to $99,999",0.565768035
10294,Always,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$75,000 to $99,999",0.493441392
11695,Sometimes,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$50,000 to $59,999",0.565033071
12402,Often,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$50,000 to $59,999",0.518039919
11312,Sometimes,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Some college/Associate,"White, Non-Hispanic","$50,000 to $59,999",0.926368672
13978,Sometimes,$1-99,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could not come up with $2,000",Fair,Boomer,Some college/Associate,"White, Non-Hispanic","$30,000 to $39,999",0.658613008
13684,Rarely,$1-99,Yes,No,Yes,No,Never,Never,Never,No,"I am certain I could not come up with $2,000",Fair,Boomer,High school degree/GED,"Black, Non-Hispanic","Less than $20,000",0.980137278
7946,Often,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,Yes,"I could probably come up with $2,000",Good,Millennial,Bachelors degree,Hispanic,"$75,000 to $99,999",0.778272716
12500,Never,$1-99,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could not come up with $2,000",Good,Gen X,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.426584244
11799,Never,"$1,000-4,999",Yes,Yes,No,No,Never,Sometimes,Often,No,I dont know,Good,Gen X,High school degree/GED,"White, Non-Hispanic","$30,000 to $39,999",1.069600859
13354,Sometimes,Prefer not to say,No,No,No,No,Never,Sometimes,Never,No,"I could probably not come up with $2,000",Good,Gen X,Less than high school,Hispanic,"Less than $20,000",1.032880278
8086,Never,$100-999,No,Yes,Yes,No,Rarely,Often,Sometimes,No,"I am certain I could not come up with $2,000",Good,Boomer,High school degree/GED,"White, Non-Hispanic","$40,000 to $49,999",0.87654046
13433,Rarely,$100-999,Yes,No,No,No,Rarely,Sometimes,Never,No,"I am certain I could not come up with $2,000",Good,Millennial,High school degree/GED,Hispanic,"$40,000 to $49,999",1.428083101
10066,Sometimes,$1-99,Yes,Yes,No,No,Rarely,Sometimes,Never,No,"I am certain I could not come up with $2,000",Good,Millennial,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.635526605
8087,Often,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,High school degree/GED,"White, Non-Hispanic","$100,000 to $149,999",0.821065
13905,Always,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.305977967
11899,Always,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,High school degree/GED,Hispanic,"$100,000 to $149,999",0.730217952
13668,Sometimes,$100-999,Yes,No,No,No,Never,Sometimes,Never,No,"I am certain I could not come up with $2,000",Good,Boomer,High school degree/GED,"White, Non-Hispanic","$20,000 to $29,999",0.940001413
9363,Often,"$1,000-4,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Millennial,Some college/Associate,"White, Non-Hispanic","$150,000 or more",2.205390138
8661,Always,Prefer not to say,No,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Millennial,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.924840981
13093,Always,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,High school degree/GED,Hispanic,"$75,000 to $99,999",1.475488966
11800,Always,"$75,000 or more",Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Bachelors degree,Hispanic,"$100,000 to $149,999",0.812646076
14024,Always,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.253963851
11593,Often,$100-999,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Millennial,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.635526605
9621,Sometimes,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.515913146
13817,Always,0,No,No,No,No,Rarely,Often,Never,No,"I could probably not come up with $2,000",Fair,Boomer,Less than high school,Hispanic,"Less than $20,000",0.706642
13324,Always,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Boomer,Some college/Associate,"Black, Non-Hispanic","$50,000 to $59,999",1.503301025
8662,Rarely,$1-99,Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Very good,Gen X,Some college/Associate,"Other, Non-Hispanic","$75,000 to $99,999",1.388831657
11032,Rarely,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Very good,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic","$75,000 to $99,999",0.448998593
8088,Often,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Bachelors degree,"White, Non-Hispanic","$150,000 or more",1.014254094
12586,Often,"$5,000-19,999",Yes,No,No,No,Sometimes,Never,Never,No,"I could probably come up with $2,000",Good,Millennial,Bachelors degree,"Black, Non-Hispanic","$60,000 to $74,999",0.824419923
11033,Rarely,$100-999,Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Some college/Associate,"White, Non-Hispanic","$60,000 to $74,999",0.856847825
13319,Always,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Pre-Boomer,High school degree/GED,"Black, Non-Hispanic","$75,000 to $99,999",0.48777792
13734,Often,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Some college/Associate,"White, Non-Hispanic","$75,000 to $99,999",0.71248051
9364,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Some college/Associate,"Black, Non-Hispanic","$150,000 or more",2.162703795
10067,Always,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Bachelors degree,"White, Non-Hispanic","$60,000 to $74,999",1.73756432
7947,Never,"$20,000-74,999",Yes,No,No,No,Never,Never,Never,No,"I could probably not come up with $2,000",Good,Gen X,High school degree/GED,"White, Non-Hispanic","$100,000 to $149,999",1.435971325
9365,Always,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.596706927
8253,Often,"$1,000-4,999",Yes,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Millennial,Some college/Associate,"White, Non-Hispanic","$50,000 to $59,999",0.964796776
9122,Sometimes,"$1,000-4,999",No,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Some college/Associate,"White, Non-Hispanic","$60,000 to $74,999",0.7085774
10863,Always,Prefer not to say,Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Millennial,Bachelors degree,"Other, Non-Hispanic","$75,000 to $99,999",1.210734175
7354,Sometimes,$100-999,No,No,No,No,Sometimes,Never,Never,Yes,"I could probably not come up with $2,000",Poor,Millennial,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.272932209
11313,Never,$100-999,No,Yes,No,No,Rarely,Never,Never,Yes,"I am certain I could not come up with $2,000",Fair,Millennial,Some college/Associate,"White, Non-Hispanic","$30,000 to $39,999",0.862258706
11034,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Some college/Associate,"White, Non-Hispanic","$150,000 or more",0.632409533
13197,Often,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Good,Gen X,Some college/Associate,"Black, Non-Hispanic","$40,000 to $49,999",0.882956069
11696,Sometimes,Prefer not to say,Yes,Yes,Yes,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Good,Pre-Boomer,Some college/Associate,"Black, Non-Hispanic","$50,000 to $59,999",0.770008083
13209,Always,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Poor,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$150,000 or more",0.686161196
8663,Sometimes,$100-999,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Poor,Gen X,High school degree/GED,"White, Non-Hispanic","$75,000 to $99,999",1.194332471
13895,Sometimes,$100-999,Yes,No,No,No,Never,Sometimes,Never,No,"I could probably not come up with $2,000",Good,Millennial,High school degree/GED,Hispanic,"Less than $20,000",0.78589262
12800,Never,$1-99,Yes,Yes,No,No,Never,Sometimes,Never,No,"I am certain I could not come up with $2,000",Good,Gen X,High school degree/GED,"White, Non-Hispanic","$100,000 to $149,999",1.18750355
12501,Always,"$1,000-4,999",Yes,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$50,000 to $59,999",0.565033071
11986,Always,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",0.29963888
10503,Always,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Gen X,High school degree/GED,"White, Non-Hispanic","$20,000 to $29,999",1.194432271
7511,Often,$100-999,Yes,Yes,No,No,Never,Sometimes,Sometimes,Yes,"I am certain I could come up with the full $2,000",Very good,Gen X,Some college/Associate,"White, Non-Hispanic","$40,000 to $49,999",0.66257316
8466,Sometimes,$100-999,Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Very good,Millennial,Bachelors degree,"White, Non-Hispanic","$60,000 to $74,999",1.021607882
10068,Sometimes,0,No,No,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Fair,Pre-Boomer,Less than high school,"Other, Non-Hispanic","Less than $20,000",3.347722539
9856,Always,Prefer not to say,Yes,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,High school degree/GED,"White, Non-Hispanic","Less than $20,000",1.430450622
10690,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,High school degree/GED,"Black, Non-Hispanic","$60,000 to $74,999",0.531960164
13981,Rarely,"$1,000-4,999",Yes,No,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Very good,Gen X,High school degree/GED,Hispanic,"$30,000 to $39,999",1.36563486
11190,Always,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Millennial,Less than high school,"White, Non-Hispanic","$60,000 to $74,999",4.108589855
8254,Always,"$1,000-4,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.576822756
8664,Sometimes,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.694742311
9857,Rarely,$100-999,Yes,No,Yes,No,Often,Sometimes,Sometimes,No,"I could probably not come up with $2,000",Fair,Millennial,Some college/Associate,"White, Non-Hispanic","Less than $20,000",0.96643826
11697,Sometimes,"$5,000-19,999",Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",1.555530102
13134,Always,Prefer not to say,Yes,No,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,"Other, Non-Hispanic","$150,000 or more",2.813212663
11035,Sometimes,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,"Other, Non-Hispanic","$150,000 or more",2.120526968
7258,Sometimes,$1-99,Yes,No,No,No,Rarely,Sometimes,Sometimes,Yes,"I am certain I could come up with the full $2,000",Excellent,Millennial,Some college/Associate,"White, Non-Hispanic","Less than $20,000",0.637814834
7355,Sometimes,0,Yes,No,No,No,Refused,Sometimes,Sometimes,No,"I am certain I could not come up with $2,000",Very good,Millennial,High school degree/GED,"White, Non-Hispanic","Less than $20,000",0.691478517
13409,Rarely,$100-999,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Fair,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$30,000 to $39,999",0.435457043
9858,Sometimes,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Some college/Associate,"Other, Non-Hispanic","$50,000 to $59,999",2.300005651
12217,Never,0,No,No,No,No,Never,Never,Never,Yes,"I am certain I could not come up with $2,000",Poor,Pre-Boomer,Less than high school,"Black, Non-Hispanic","$20,000 to $29,999",2.698832269
13890,Often,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Millennial,Graduate/professional degree,"White, Non-Hispanic","$75,000 to $99,999",0.557069715
11314,Rarely,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Good,Boomer,High school degree/GED,"White, Non-Hispanic","$60,000 to $74,999",0.541605881
10069,Never,$1-99,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Boomer,Some college/Associate,Hispanic,"$100,000 to $149,999",0.656411423
8467,Sometimes,"$1,000-4,999",Yes,No,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Good,Boomer,Some college/Associate,"Other, Non-Hispanic","$100,000 to $149,999",1.351217336
13887,Rarely,$100-999,Yes,No,No,No,Never,Never,Never,Yes,"I am certain I could not come up with $2,000",Good,Millennial,High school degree/GED,"White, Non-Hispanic","$30,000 to $39,999",1.023333349
9622,Sometimes,Prefer not to say,No,Yes,No,No,Never,Never,Never,No,I dont know,Good,Boomer,High school degree/GED,"White, Non-Hispanic","$20,000 to $29,999",1.23146278
10070,Often,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.651943388
11987,Never,$100-999,Yes,Yes,No,No,Rarely,Sometimes,Often,No,"I am certain I could not come up with $2,000",Excellent,Gen X,Graduate/professional degree,"Black, Non-Hispanic","$20,000 to $29,999",1.081739176
9623,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,High school degree/GED,"White, Non-Hispanic","$75,000 to $99,999",1.310249746
10071,Sometimes,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Bachelors degree,"White, Non-Hispanic","$75,000 to $99,999",0.617322785
10295,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,High school degree/GED,"White, Non-Hispanic","$60,000 to $74,999",1.337969769
13694,Sometimes,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,High school degree/GED,"White, Non-Hispanic","$30,000 to $39,999",0.974152532
8885,Rarely,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Good,Boomer,Bachelors degree,"Other, Non-Hispanic","$150,000 or more",3.616865261
11462,Often,$100-999,Yes,Yes,No,No,Never,Never,Never,No,"I could probably not come up with $2,000",Good,Millennial,Some college/Associate,Hispanic,"$40,000 to $49,999",1.384996785
9366,Rarely,"$1,000-4,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Some college/Associate,"White, Non-Hispanic","$75,000 to $99,999",0.724991237
9624,Often,"$5,000-19,999",Yes,No,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,High school degree/GED,"White, Non-Hispanic","$30,000 to $39,999",1.076594627
10072,Sometimes,$100-999,Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Good,Boomer,High school degree/GED,"White, Non-Hispanic","$20,000 to $29,999",1.187020039
9859,Rarely,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,High school degree/GED,"White, Non-Hispanic","$40,000 to $49,999",0.974152532
7186,Sometimes,$100-999,No,No,No,No,Sometimes,Sometimes,Sometimes,Yes,"I could probably not come up with $2,000",Good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.476962626
7823,Always,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Some college/Associate,"White, Non-Hispanic","$150,000 or more",1.592834121
8665,Sometimes,$1-99,Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Good,Gen X,High school degree/GED,"White, Non-Hispanic","$20,000 to $29,999",0.967256189
11594,Rarely,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Pre-Boomer,Bachelors degree,"White, Non-Hispanic","$60,000 to $74,999",0.668887742
12278,Sometimes,$100-999,Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably not come up with $2,000",Very good,Gen X,Some college/Associate,"White, Non-Hispanic","$50,000 to $59,999",0.752188494
12502,Rarely,0,No,No,No,No,Never,Sometimes,Sometimes,Yes,"I am certain I could not come up with $2,000",Fair,Millennial,Some college/Associate,"Black, Non-Hispanic","Less than $20,000",1.206145318
12137,Often,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$60,000 to $74,999",0.390253685
9367,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Bachelors degree,"White, Non-Hispanic","$150,000 or more",0.747459939
7949,Often,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.675835887
12889,Sometimes,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably not come up with $2,000",Very good,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","Less than $20,000",1.225101149
8255,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,"White, Non-Hispanic","$60,000 to $74,999",0.901409807
9368,Often,"$75,000 or more",Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.222900856
8256,Always,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$30,000 to $39,999",0.616869759
11698,Sometimes,$100-999,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Some college/Associate,"Black, Non-Hispanic","$100,000 to $149,999",0.53684218
10296,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably not come up with $2,000",Good,Boomer,Some college/Associate,"White, Non-Hispanic","$75,000 to $99,999",0.720619392
7513,Sometimes,Prefer not to say,No,Yes,No,No,Refused,Sometimes,Sometimes,No,I dont know,Very good,Millennial,Some college/Associate,"Black, Non-Hispanic","Less than $20,000",0.681337266
7950,Sometimes,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,I dont know,Very good,Boomer,High school degree/GED,"Other, Non-Hispanic","$30,000 to $39,999",2.06245149
8666,Never,0,Yes,No,No,No,Never,Often,Never,No,"I am certain I could not come up with $2,000",Poor,Millennial,Some college/Associate,Hispanic,"$40,000 to $49,999",0.558957388
13737,Always,Prefer not to say,Yes,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$60,000 to $74,999",0.467701204
8257,Rarely,0,No,No,No,No,Never,Sometimes,Never,No,"I could probably come up with $2,000",Good,Millennial,High school degree/GED,"White, Non-Hispanic","$40,000 to $49,999",1.027117273
13527,Rarely,$100-999,Yes,Yes,No,No,Never,Never,Never,No,I dont know,Good,Boomer,Bachelors degree,"Black, Non-Hispanic","$75,000 to $99,999",1.72594625
9123,Rarely,$1-99,Yes,Yes,No,No,Never,Sometimes,Never,No,"I could probably not come up with $2,000",Good,Millennial,Some college/Associate,"White, Non-Hispanic","$75,000 to $99,999",1.295211012
9860,Rarely,I dont know,Yes,No,No,No,Never,Never,Never,No,"I am certain I could not come up with $2,000",Very good,Gen X,High school degree/GED,"White, Non-Hispanic","$20,000 to $29,999",0.967256189
13655,Often,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",0.463226909
7951,Sometimes,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Very good,Millennial,Some college/Associate,"White, Non-Hispanic","$150,000 or more",2.205390138
12664,Sometimes,$1-99,Yes,No,Yes,No,Sometimes,Sometimes,Sometimes,Yes,"I am certain I could not come up with $2,000",Good,Gen X,Less than high school,"Other, Non-Hispanic","$30,000 to $39,999",1.92861367
9369,Often,Prefer not to say,Yes,Yes,No,No,Sometimes,Never,Never,No,"I could probably come up with $2,000",Very good,Millennial,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",1.189333543
11036,Sometimes,"$20,000-74,999",Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Some college/Associate,"Other, Non-Hispanic","$100,000 to $149,999",2.439905205
